32, Private, 116539, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 55, United-States, >50K
47, State-gov, 120429, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, United-States, >50K
26, Private, 202033, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
18, Private, 156874, 12th, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 27, United-States, <=50K
52, Self-emp-inc, 177727, 10th, 6, Married-civ-spouse, Sales, Husband, White, Male, 4064, 0, 45, United-States, <=50K
48, Local-gov, 334409, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K
36, Private, 311255, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, Haiti, <=50K
23, Private, 214227, Assoc-voc, 11, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
41, Private, 115849, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, State-gov, 671292, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 38, United-States, >50K
53, Private, 31460, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 141824, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 310152, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 3325, 0, 40, United-States, <=50K
25, Private, 179953, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 2597, 0, 31, United-States, <=50K
31, Private, 137952, Some-college, 10, Married-civ-spouse, Other-service, Husband, Other, Male, 0, 0, 40, Puerto-Rico, <=50K
36, Private, 103323, Assoc-acdm, 12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 2829, 0, 40, United-States, <=50K
46, Private, 174426, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, State-gov, 192779, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Male, 0, 2258, 38, United-States, >50K
32, Private, 169955, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 36, Puerto-Rico, <=50K
43, Self-emp-not-inc, 48087, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
30, Private, 132601, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 50, United-States, >50K
41, Self-emp-inc, 253060, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 45, United-States, >50K
50, Private, 108435, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 60, United-States, >50K
37, State-gov, 210452, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, <=50K
22, Local-gov, 134181, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 50, United-States, <=50K
51, Federal-gov, 45487, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 80, United-States, <=50K
47, Private, 183522, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 0, 0, 40, United-States, >50K
40, Private, 199303, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 83064, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 44419, Some-college, 10, Never-married, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
27, Self-emp-not-inc, 442612, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 65, United-States, >50K
31, Local-gov, 158092, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K
31, Private, 374833, 1st-4th, 2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Mexico, <=50K
30, Private, 112650, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
50, Local-gov, 183390, Bachelors, 13, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
27, Private, 207418, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
29, Private, 243660, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, >50K
28, Private, 54243, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
54, Private, 50385, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, Black, Female, 0, 0, 45, United-States, >50K
47, State-gov, 187581, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 48, United-States, >50K
34, Private, 37380, HS-grad, 9, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 247025, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
23, State-gov, 101094, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 60, United-States, <=50K
42, Local-gov, 176716, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Self-emp-not-inc, 118429, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
52, Federal-gov, 221532, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 45, United-States, >50K
27, Local-gov, 124680, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 153160, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 114678, HS-grad, 9, Divorced, Other-service, Unmarried, Black, Female, 5455, 0, 40, United-States, <=50K
49, State-gov, 142856, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Private, 29702, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 40, United-States, >50K
20, Private, 277700, Preschool, 1, Never-married, Other-service, Own-child, White, Male, 0, 0, 32, United-States, <=50K
55, Self-emp-inc, 67433, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K
47, Private, 121124, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 394447, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 33, United-States, >50K
36, Private, 79649, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 203763, Doctorate, 16, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 80, United-States, <=50K
55, Private, 229029, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 48, United-States, >50K
48, Private, 162816, Assoc-acdm, 12, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
30, Private, 109117, Assoc-voc, 11, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 45, United-States, <=50K
24, Private, 32732, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
57, Self-emp-not-inc, 217692, HS-grad, 9, Widowed, Craft-repair, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
20, Private, 34590, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 60, United-States, <=50K
56, Private, 168625, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 4101, 0, 40, United-States, <=50K
36, Private, 91037, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
44, Private, 171484, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
57, Private, 200453, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 15024, 0, 40, United-States, >50K
57, Private, 36990, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 52, United-States, <=50K
33, Private, 198211, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 70995, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 15024, 0, 99, United-States, >50K
28, Private, 245790, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 273324, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 1721, 16, United-States, <=50K
60, Private, 182687, Assoc-acdm, 12, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Local-gov, 247807, Assoc-voc, 11, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
58, Private, 163113, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 35, United-States, >50K
50, Private, 180522, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
23, Local-gov, 203353, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 12, United-States, <=50K
30, Private, 87469, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
90, Private, 87372, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 20051, 0, 72, United-States, >50K
49, Local-gov, 173584, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
47, Local-gov, 80282, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3137, 0, 40, United-States, <=50K
34, Private, 319854, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, Taiwan, >50K
37, Federal-gov, 408229, HS-grad, 9, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 431307, 10th, 6, Married-civ-spouse, Protective-serv, Wife, Black, Female, 0, 0, 50, United-States, <=50K
37, Private, 134088, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 246396, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Mexico, <=50K
34, Private, 159255, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
34, Private, 106014, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 186934, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 50, United-States, >50K
39, Private, 120130, Some-college, 10, Separated, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
32, State-gov, 203849, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 19, United-States, <=50K
24, Private, 207940, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 30, United-States, <=50K
28, Private, 302406, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
41, Self-emp-not-inc, 144594, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2179, 40, United-States, <=50K
32, Private, 459007, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 90, United-States, <=50K
58, Private, 372181, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, >50K
47, Self-emp-not-inc, 172034, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 75, United-States, >50K
41, Private, 156566, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 50, United-States, >50K
35, Self-emp-inc, 338320, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
24, Private, 353696, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, Canada, <=50K
46, Self-emp-not-inc, 342907, HS-grad, 9, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 60, United-States, >50K
69, Self-emp-inc, 169717, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 6418, 0, 45, United-States, >50K
22, Private, 103762, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
36, State-gov, 47570, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 119432, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
23, Local-gov, 144165, Bachelors, 13, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 30, United-States, <=50K
35, Private, 180647, Some-college, 10, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
37, Local-gov, 312232, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 5178, 0, 40, United-States, >50K
35, State-gov, 150488, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
18, Private, 200876, 11th, 7, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 16, United-States, <=50K
43, Private, 188199, 9th, 5, Divorced, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
53, State-gov, 118793, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Local-gov, 204325, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 52, United-States, <=50K
29, Private, 256671, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 231515, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 47, Cuba, <=50K
24, Private, 100669, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male, 0, 0, 30, United-States, <=50K
30, Private, 88913, Some-college, 10, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
23, Private, 363219, Some-college, 10, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 6, United-States, <=50K
36, Private, 308945, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Self-emp-not-inc, 100316, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K
33, Private, 296453, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 15, United-States, <=50K
66, Private, 298834, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, Canada, <=50K
45, Self-emp-not-inc, 188694, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 186934, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 60, United-States, >50K
17, Private, 154908, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 10, United-States, <=50K
31, Private, 22201, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, >50K
46, Private, 216999, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
40, Private, 186916, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 116677, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 95763, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
42, Private, 266710, Some-college, 10, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 41, United-States, <=50K
46, Private, 117849, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
30, Private, 242460, HS-grad, 9, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
33, Self-emp-not-inc, 202729, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
47, Private, 181652, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
57, Self-emp-not-inc, 174760, Assoc-acdm, 12, Married-spouse-absent, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
34, Private, 56121, 11th, 7, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 390369, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 149726, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 51262, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
53, Federal-gov, 205288, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 7688, 0, 35, United-States, >50K
